date,n_articles,sentiment_mean,sentiment_std,neg_mean,neu_mean,pos_mean
2021-07-05,8,0.47675,0.7211381381439441,0.07225,0.8255,0.10250000000000001
2021-07-06,24,0.31816666666666665,0.703204878715496,0.06566666666666666,0.855875,0.0785
2021-07-07,32,0.51221875,0.3981707150793164,0.02603125,0.8470624999999999,0.12684375
2021-07-08,20,0.08259999999999999,0.5481789373629938,0.03805,0.8897,0.07215
2021-07-09,25,0.45683999999999997,0.557162130802157,0.0394,0.86528,0.09536
2021-07-10,7,0.42914285714285716,0.6311374463541806,0.04242857142857143,0.8534285714285714,0.10414285714285713
2021-07-11,3,0.7236666666666666,0.14860125616337613,0.019333333333333334,0.7306666666666667,0.25
2021-07-12,21,0.6222857142857142,0.5546830755356741,0.024523809523809524,0.8762857142857143,0.09914285714285713
2021-07-13,28,0.41224999999999995,0.5416200407282937,0.03435714285714286,0.8840357142857143,0.08153571428571428
2021-07-14,58,0.547603448275862,0.4447227774241281,0.02481034482758621,0.8878793103448276,0.08734482758620689
2021-07-15,30,0.6514000000000001,0.43429170238288073,0.031433333333333334,0.8507666666666667,0.11783333333333333
2021-07-16,29,0.6482758620689656,0.4461407446528605,0.03020689655172414,0.8813103448275862,0.08855172413793104
2021-07-17,4,0.69775,0.32767908589553485,0.02,0.855,0.125
2021-07-18,3,0.3463333333333334,0.45754380482455814,0.019666666666666666,0.7856666666666667,0.19466666666666668
2021-07-19,14,0.6278571428571429,0.5104073572448484,0.036071428571428574,0.8591428571428572,0.10478571428571429
2021-07-20,35,0.43165714285714285,0.5901115020688459,0.03377142857142857,0.8840571428571429,0.08211428571428572
2021-07-21,22,0.5060454545454546,0.517074322489867,0.025454545454545452,0.8805,0.09404545454545454
2021-07-22,29,0.5711379310344827,0.4550391446378096,0.03410344827586207,0.8799310344827587,0.08603448275862069
2021-07-23,25,0.63656,0.4850496606877829,0.022160000000000003,0.88188,0.096
2021-07-24,4,0.6477499999999999,0.42502264645545657,0.00875,0.81925,0.17200000000000001
2021-07-25,7,0.7657142857142858,0.2612640517979938,0.036571428571428574,0.8502857142857143,0.11314285714285714
2021-07-26,38,0.5159736842105263,0.5133225363412263,0.021342105263157895,0.901842105263158,0.07689473684210527
2021-07-27,56,0.46721428571428575,0.5133217213506454,0.024214285714285716,0.8871607142857142,0.08873214285714286
2021-07-28,85,0.4672941176470588,0.41866436789052935,0.03209411764705883,0.885764705882353,0.08215294117647058
2021-07-29,30,0.5325,0.5300578205285233,0.04126666666666667,0.8653333333333334,0.09326666666666666
2021-07-30,29,0.386103448275862,0.7525883120854884,0.045137931034482756,0.8487241379310345,0.10620689655172413
2021-07-31,8,0.74875,0.31628682733060054,0.017374999999999998,0.8495,0.133125
2021-08-01,5,0.5294,0.4869017354662027,0.028600000000000004,0.8710000000000001,0.1006
2021-08-02,19,0.6371578947368421,0.5056917443966009,0.04852631578947369,0.8396842105263158,0.11178947368421054
2021-08-03,22,0.6725454545454546,0.3785173742345292,0.024636363636363637,0.8888181818181817,0.08663636363636364
2021-08-04,14,0.3934285714285714,0.6299282882611705,0.04871428571428572,0.8548571428571429,0.09635714285714285
2021-08-05,26,0.2240769230769231,0.6942817251275982,0.05003846153846154,0.8801538461538462,0.06976923076923078
2021-08-06,34,0.4018529411764706,0.6599006873100676,0.04647058823529412,0.8630882352941176,0.09064705882352941
2021-08-07,11,0.5139090909090909,0.5376321148416368,0.023,0.8420909090909091,0.13481818181818184
2021-08-08,3,0.5903333333333333,0.3788486945118503,0.06333333333333334,0.7296666666666667,0.20733333333333334
2021-08-09,11,0.4141818181818182,0.7908744297525135,0.04436363636363636,0.8758181818181818,0.08009090909090909
2021-08-10,21,0.6415238095238095,0.3998818099198336,0.02419047619047619,0.8867619047619048,0.08904761904761904
2021-08-11,22,0.619,0.4839150850343576,0.020863636363636362,0.8863636363636364,0.09263636363636363
2021-08-12,21,0.34514285714285714,0.6339428433001105,0.04342857142857143,0.8904761904761904,0.06614285714285714
2021-08-13,25,0.40344,0.5328622461136961,0.04256,0.8732,0.0842
2021-08-14,10,0.3595,0.5962514849736924,0.0361,0.8695999999999999,0.0945
2021-08-15,4,0.40675,0.4188534946732569,0.04375,0.8552500000000001,0.101
2021-08-16,20,0.41265,0.5384741869393554,0.0405,0.8862500000000001,0.0732
2021-08-17,22,0.6827727272727273,0.444781051735215,0.027954545454545454,0.8765909090909091,0.09536363636363636
2021-08-18,17,0.16435294117647056,0.7271992454940109,0.05252941176470588,0.8702352941176471,0.07717647058823529
2021-08-19,26,0.25434615384615383,0.7574788151391532,0.05307692307692307,0.8546923076923078,0.09219230769230768
2021-08-20,26,0.4162307692307692,0.608704480528429,0.034846153846153846,0.8951538461538462,0.07007692307692308
2021-08-21,5,0.764,0.2491074065538799,0.0262,0.8565999999999999,0.11699999999999999
2021-08-22,2,0.7825,0.09121677477306463,0.016,0.796,0.188
2021-08-23,15,0.4426666666666667,0.5464829976007183,0.026933333333333333,0.8851333333333333,0.08793333333333334
2021-08-24,20,0.62425,0.382275166119353,0.0338,0.8473499999999999,0.11895
2021-08-25,26,0.5638846153846153,0.5797401022474175,0.03792307692307692,0.8610384615384615,0.10103846153846154
2021-08-26,13,0.7426153846153846,0.39979526811889154,0.019769230769230768,0.8839230769230769,0.09638461538461539
2021-08-27,31,0.5036451612903226,0.5705224826646241,0.031903225806451614,0.8528709677419355,0.1152258064516129
2021-08-28,4,-0.020500000000000004,0.39851767003902516,0.04475,0.87525,0.08
2021-08-29,1,0.989,,0.049,0.867,0.083
2021-08-30,35,0.5661428571428572,0.4813281345498553,0.022314285714285714,0.8926,0.08502857142857143
2021-08-31,37,0.5194054054054054,0.506816450418112,0.031270270270270274,0.8705405405405405,0.09816216216216217
2021-09-01,31,0.507483870967742,0.5023558414091046,0.034967741935483874,0.8711612903225806,0.09393548387096774
2021-09-02,42,0.5205714285714286,0.5430349736236122,0.032,0.8847857142857143,0.08323809523809524
2021-09-03,17,0.13447058823529415,0.6940448578484552,0.04211764705882353,0.876764705882353,0.08105882352941177
2021-09-04,3,0.09833333333333331,0.7783324054241435,0.06,0.8896666666666667,0.050666666666666665
2021-09-05,2,0.72,0.3818376618407357,0.022,0.8875,0.0905
2021-09-06,3,0.995,0.007000000000000006,0.017666666666666667,0.864,0.118
2021-09-07,38,0.5834736842105264,0.428363241719373,0.016026315789473684,0.9142631578947368,0.06968421052631579
2021-09-08,31,0.28700000000000003,0.49931806830249326,0.042,0.8855806451612903,0.07245161290322581
2021-09-09,23,0.7898695652173914,0.283239908646014,0.019739130434782606,0.8685652173913043,0.1117391304347826
2021-09-10,69,0.45936231884057965,0.6077762497298825,0.04123188405797102,0.8824927536231885,0.07620289855072464
2021-09-11,8,0.49424999999999997,0.5110484321470912,0.070625,0.826125,0.103125
2021-09-12,14,0.12435714285714286,0.5129980667444239,0.06078571428571428,0.8630000000000001,0.07628571428571429
2021-09-13,50,0.15267999999999998,0.5738348421997822,0.03916,0.89262,0.06826
2021-09-14,107,0.34120560747663553,0.5285425089260507,0.03152336448598131,0.906841121495327,0.06164485981308411
2021-09-15,46,0.3585217391304348,0.651613441616029,0.0401304347826087,0.8683260869565217,0.09154347826086957
2021-09-16,26,0.39226923076923076,0.6830318035167796,0.04746153846153846,0.8578076923076924,0.09476923076923077
2021-09-17,29,0.43217241379310345,0.6550924181782901,0.03641379310344828,0.8713103448275862,0.09227586206896553
2021-09-18,5,-0.11139999999999999,0.7533527062405764,0.0686,0.8779999999999999,0.0536
2021-09-19,5,0.7008,0.23913740819871737,0.0312,0.8412,0.1272
2021-09-20,36,0.30400000000000005,0.7319932864641393,0.04719444444444445,0.8332222222222222,0.11966666666666666
2021-09-21,27,0.49007407407407405,0.6344477868997529,0.031148148148148147,0.8622592592592592,0.10662962962962963
2021-09-22,32,0.20371875,0.6831592755471662,0.049,0.86971875,0.08125
2021-09-23,40,0.277775,0.6345006309224802,0.0375,0.874475,0.08805
2021-09-24,10,0.6919000000000001,0.4449230769969619,0.0182,0.8533,0.1283
2021-09-25,6,0.9904999999999999,0.011095043938624117,0.023000000000000003,0.8651666666666666,0.1115
2021-09-26,4,0.46875,0.38858150153260423,0.06675,0.73975,0.193
2021-09-27,20,0.6027,0.6064160548492655,0.05670000000000001,0.83825,0.10529999999999999
2021-09-28,25,0.4648,0.572107361719226,0.04332,0.85384,0.10272
2021-09-29,21,0.19114285714285714,0.6429067806233099,0.04576190476190476,0.873904761904762,0.08033333333333334
2021-09-30,14,0.48964285714285716,0.6048174050129456,0.040999999999999995,0.8524285714285714,0.10657142857142857
2021-10-01,19,0.6627368421052632,0.37053427523348903,0.026947368421052633,0.8903157894736843,0.08257894736842104
2021-10-02,6,0.424,0.4377419331067107,0.043666666666666666,0.8821666666666667,0.07433333333333333
2021-10-03,7,0.5881428571428572,0.3719150568662279,0.028857142857142856,0.8680000000000001,0.10314285714285713
2021-10-04,28,0.5130714285714285,0.6718519969607187,0.04078571428571428,0.8526428571428571,0.10653571428571429
2021-10-05,33,0.38681818181818184,0.5180206592493112,0.025272727272727273,0.9041212121212121,0.07051515151515152
2021-10-06,17,0.35111764705882353,0.6141418690287429,0.05070588235294118,0.8604117647058824,0.08870588235294118
2021-10-07,19,0.4753684210526316,0.5876300055237249,0.032578947368421055,0.8998947368421052,0.06736842105263158
2021-10-08,20,0.4641,0.6005472854865495,0.0403,0.8782500000000001,0.08155
2021-10-09,5,0.18239999999999998,0.6417092799702994,0.072,0.8164,0.11179999999999998
2021-10-10,2,0.3695,0.7445834405894346,0.041,0.8755,0.0835
2021-10-11,16,0.598125,0.5171886664135891,0.0379375,0.8475,0.11462499999999999
2021-10-12,33,0.16996969696969697,0.5862468275419751,0.047696969696969696,0.8790606060606061,0.07312121212121213
2021-10-13,52,0.044788461538461534,0.6877499641567324,0.06623076923076923,0.8680769230769231,0.06559615384615385
2021-10-14,31,0.6153870967741935,0.5041091599656669,0.038548387096774196,0.8700322580645161,0.09138709677419356
2021-10-15,28,0.4233928571428572,0.6354026043200638,0.05778571428571428,0.84075,0.10146428571428572
2021-10-17,5,0.4466,0.7308137929732853,0.065,0.8324,0.1024
2021-10-18,55,0.5610363636363637,0.4895506996645878,0.024272727272727272,0.8935272727272727,0.08229090909090908
2021-10-19,41,0.3894878048780488,0.46923347717054564,0.0165609756097561,0.9209268292682927,0.06263414634146341
2021-10-20,16,0.648,0.570739520271726,0.0158125,0.886375,0.097875
2021-10-21,34,0.3886176470588235,0.656315381260522,0.05432352941176471,0.859,0.08661764705882352
2021-10-22,48,0.3372916666666667,0.6636769259637836,0.05245833333333333,0.8720625000000001,0.07541666666666667
2021-10-23,8,0.6725,0.39903562318598645,0.0465,0.836875,0.116625
2021-10-24,13,0.48515384615384616,0.6861447668135646,0.04369230769230769,0.8649230769230769,0.09169230769230768
2021-10-25,37,0.6257567567567567,0.504993146565454,0.034459459459459454,0.8655405405405405,0.10008108108108107
2021-10-26,41,0.629780487804878,0.579941829505129,0.044804878048780486,0.8625853658536585,0.09268292682926829
2021-10-27,36,0.5658888888888889,0.5512723349684684,0.037611111111111116,0.8600833333333333,0.10227777777777777
2021-10-28,82,0.5068658536585366,0.5405319913145267,0.038878048780487805,0.8796341463414633,0.08151219512195122
2021-10-29,119,0.2862016806722689,0.6322651715188772,0.07285714285714286,0.8473613445378151,0.07981512605042017
2021-10-30,8,0.455125,0.5511495616307014,0.03825,0.8735,0.08800000000000001
2021-10-31,8,0.48775,0.6445658006973156,0.056375,0.832875,0.110875
2021-11-01,28,0.4713214285714286,0.5657960012931915,0.05289285714285714,0.849,0.098
2021-11-02,31,0.5928064516129032,0.4573969406219532,0.039161290322580644,0.8658709677419354,0.09512903225806452
2021-11-03,21,0.6993809523809523,0.4936362503089168,0.03438095238095238,0.8584761904761904,0.107
2021-11-04,29,0.5470344827586208,0.5125989439512155,0.024586206896551725,0.8730689655172413,0.10227586206896552
2021-11-05,18,0.4985555555555556,0.6173381399889103,0.0375,0.8624444444444445,0.10011111111111111
2021-11-06,8,0.494375,0.5176598269409858,0.04325,0.86525,0.0915
2021-11-07,4,0.515,0.6356901761078269,0.04650000000000001,0.875,0.0785
2021-11-08,14,0.7765000000000001,0.2870099837448704,0.016,0.874,0.11
2021-11-09,19,0.5265263157894736,0.42810180103193174,0.024473684210526314,0.9016315789473685,0.07405263157894737
2021-11-10,27,0.2558888888888889,0.6769542839543173,0.046296296296296294,0.8750370370370371,0.0787037037037037
2021-11-11,17,0.7629411764705882,0.37090370559422753,0.019823529411764705,0.8652941176470589,0.11494117647058823
2021-11-12,27,0.35862962962962963,0.5035475799188843,0.04633333333333334,0.8652962962962962,0.08829629629629629
2021-11-13,6,0.08216666666666667,0.672923893666042,0.081,0.8041666666666667,0.11516666666666668
2021-11-14,5,0.6132,0.6104147770164153,0.03319999999999999,0.8686,0.0984
2021-11-15,13,0.8195384615384615,0.30440724240853606,0.026307692307692306,0.8873846153846153,0.08661538461538461
2021-11-16,29,0.5550689655172414,0.5394107850923002,0.023793103448275864,0.8872758620689656,0.08893103448275863
2021-11-17,30,0.3579,0.6852981405047809,0.040833333333333326,0.8772666666666668,0.0819
2021-11-18,32,0.47628125,0.5488935048232004,0.03440625,0.8905625,0.07509375
2021-11-19,44,0.4577727272727273,0.5429924348968221,0.03663636363636364,0.8553636363636364,0.10802272727272727
2021-11-20,5,0.8855999999999999,0.16619657036172555,0.016999999999999998,0.8228,0.16019999999999998
2021-11-21,5,0.7166,0.4391540731907197,0.0368,0.7971999999999999,0.166
2021-11-22,23,0.6642173913043479,0.5281986503478109,0.028130434782608696,0.8597391304347827,0.11204347826086956
2021-11-23,25,0.45031999999999994,0.715004762221903,0.05288,0.84404,0.10311999999999999
2021-11-24,20,-0.018799999999999994,0.7101937170867352,0.059,0.8582000000000001,0.08285000000000001
2021-11-25,6,0.9811666666666667,0.04370087718417866,0.0255,0.8533333333333334,0.12116666666666669
2021-11-26,21,0.4069047619047619,0.6004821316876885,0.03580952380952381,0.8758095238095238,0.08828571428571429
2021-11-27,4,0.89325,0.17279732829724728,0.03725,0.8455,0.11725
2021-11-28,4,0.70875,0.47829933096336236,0.032,0.8402499999999999,0.128
2021-11-29,18,0.5979444444444444,0.4354518237987679,0.035166666666666666,0.89,0.07472222222222222
2021-11-30,25,0.3896,0.7377192894319627,0.06656,0.84304,0.09044
2021-12-01,30,0.4639333333333333,0.4813239595355591,0.034333333333333334,0.8728666666666667,0.09283333333333334
2021-12-02,60,0.09231666666666666,0.674910552558487,0.0824,0.8418666666666667,0.07575
2021-12-03,32,0.55434375,0.5696810431525867,0.054718750000000003,0.85965625,0.0856875
2021-12-04,6,0.6736666666666666,0.39750555551673317,0.024000000000000004,0.8761666666666666,0.10016666666666667
2021-12-05,3,0.844,0.26157025824814256,0.011666666666666665,0.9046666666666666,0.08366666666666667
2021-12-06,34,0.5502647058823529,0.5607480560402696,0.04929411764705882,0.8581470588235294,0.09252941176470587
2021-12-07,49,0.5293265306122449,0.5443917625721963,0.03436734693877551,0.8721836734693877,0.09346938775510204
2021-12-08,41,0.439780487804878,0.5016706345898233,0.03831707317073171,0.8836585365853658,0.07792682926829268
2021-12-09,33,0.5372424242424242,0.5196072453247158,0.044212121212121216,0.859969696969697,0.09596969696969698
2021-12-10,21,0.5936190476190476,0.49817913205898906,0.02757142857142857,0.888095238095238,0.08442857142857144
2021-12-11,10,0.6724,0.5320088136279113,0.0322,0.8756,0.0922
2021-12-12,7,0.6464285714285715,0.30477251469626604,0.03157142857142858,0.8314285714285715,0.13699999999999998
2021-12-13,56,0.6227678571428571,0.4611285756832777,0.028517857142857143,0.8747678571428572,0.09673214285714285
2021-12-14,54,0.4867037037037037,0.6028187446106401,0.041166666666666664,0.8794074074074074,0.07951851851851853
2021-12-15,22,0.36972727272727274,0.7637758448167506,0.044954545454545455,0.8483181818181819,0.10672727272727273
2021-12-16,32,0.2920625,0.6541727569745946,0.05809375,0.87575,0.06615625
2021-12-17,28,0.47389285714285717,0.6137802320704238,0.03728571428571429,0.8754642857142858,0.08732142857142856
2021-12-18,7,0.7582857142857142,0.23197249426438063,0.01257142857142857,0.8787142857142857,0.10871428571428572
2021-12-19,7,-0.14257142857142857,0.833048389379404,0.09157142857142857,0.8337142857142857,0.07471428571428572
2021-12-20,19,0.22731578947368422,0.6747756872251515,0.06405263157894737,0.8710526315789474,0.06468421052631579
2021-12-21,28,0.7502142857142857,0.44581513833217634,0.039964285714285716,0.8340357142857143,0.12592857142857145
2021-12-22,28,0.6000357142857142,0.4748568191331453,0.036642857142857144,0.8557857142857143,0.10757142857142857
2021-12-23,15,0.7057333333333333,0.6048294289262371,0.0362,0.8662666666666666,0.09746666666666666
2021-12-24,11,0.6332727272727273,0.75335796151751,0.025454545454545452,0.8536363636363636,0.12090909090909091
2021-12-26,3,0.7566666666666667,0.099630985809302,0.04633333333333334,0.746,0.20733333333333334
2021-12-27,23,0.672608695652174,0.4262326231201194,0.024130434782608692,0.8713478260869565,0.10434782608695652
2021-12-28,49,0.6356938775510205,0.38866857154058815,0.020142857142857143,0.880326530612245,0.09953061224489795
2021-12-29,32,0.37428125,0.6155173661434693,0.04271875,0.87834375,0.07890625
2021-12-30,28,0.42592857142857143,0.6978142026181907,0.037964285714285714,0.8368214285714286,0.12496428571428572
2021-12-31,13,0.45815384615384613,0.6243862114313872,0.040461538461538465,0.8686923076923077,0.09084615384615385
2022-01-01,6,0.2926666666666667,0.5789078222538254,0.04766666666666667,0.8453333333333334,0.107
2022-01-02,2,0.6699999999999999,0.06363961030678922,0.036,0.8435,0.121
2022-01-03,36,0.7389444444444444,0.34761439592451904,0.021833333333333333,0.8630555555555556,0.11511111111111111
2022-01-04,38,0.6013947368421053,0.51884380503732,0.026789473684210526,0.8769210526315789,0.09636842105263158
2022-01-05,25,0.43152,0.6645332397003679,0.03528,0.88104,0.08372
2022-01-06,26,0.5868076923076923,0.5102705963882903,0.0205,0.8942307692307693,0.08523076923076922
2022-01-07,34,0.6517941176470589,0.3465646801682291,0.023911764705882355,0.8736176470588235,0.10255882352941177
2022-01-08,4,0.5527500000000001,0.6174778673496457,0.067,0.812,0.121
2022-01-10,33,0.5074242424242424,0.6909299001302082,0.029333333333333333,0.8815454545454546,0.08912121212121213
2022-01-11,23,0.5588260869565217,0.5137089423694664,0.021739130434782608,0.8813478260869566,0.09708695652173914
2022-01-12,38,0.6397105263157895,0.5342906339323417,0.02631578947368421,0.8718684210526316,0.10173684210526317
2022-01-13,41,0.6774390243902438,0.43609953272048385,0.024585365853658538,0.8770731707317073,0.09839024390243901
2022-01-14,25,0.59376,0.47397505911879656,0.0318,0.87348,0.09476000000000001
2022-01-15,4,0.5765,0.6774976014717691,0.026500000000000003,0.8975,0.076
2022-01-16,3,0.40599999999999997,0.7371763696701081,0.03266666666666667,0.8433333333333334,0.124
2022-01-17,15,0.7923333333333333,0.503482254853516,0.0286,0.8409333333333334,0.13033333333333333
2022-01-18,39,0.6439230769230769,0.513339755379847,0.030384615384615385,0.8737435897435898,0.09579487179487178
2022-01-19,32,0.67525,0.4409047882004282,0.029718750000000002,0.87346875,0.09678125
2022-01-20,39,0.4831794871794872,0.6109706200100947,0.03541025641025641,0.8862051282051281,0.07848717948717948
2022-01-21,42,0.6011904761904762,0.5507854364271586,0.03940476190476191,0.8626666666666667,0.09799999999999999
2022-01-22,9,0.6178888888888889,0.36805109850550793,0.050444444444444445,0.7879999999999999,0.16144444444444445
2022-01-23,10,0.3887,0.4585801880684434,0.029400000000000003,0.9147000000000001,0.05600000000000001
2022-01-24,50,0.4853,0.5827331538289447,0.03526,0.87098,0.09384
2022-01-25,36,0.5988611111111112,0.47940618940982027,0.03136111111111111,0.8845555555555555,0.084
2022-01-26,36,0.44325000000000003,0.6578343419346327,0.04030555555555556,0.8839722222222223,0.07566666666666667
2022-01-27,54,0.5223333333333333,0.5434295705178432,0.03309259259259259,0.8733148148148148,0.09364814814814813
2022-01-28,83,0.45444578313253015,0.5815659527435713,0.05192771084337349,0.8431807228915662,0.10490361445783133
2022-01-29,2,0.777,0.31112698372208086,0.0285,0.879,0.0925
2022-01-30,5,0.36140000000000005,0.6068202369730266,0.06699999999999999,0.8186,0.11440000000000002
2022-01-31,43,0.5893953488372093,0.5000917125190464,0.035372093023255814,0.8725116279069768,0.09213953488372094
2022-02-01,38,0.6540263157894737,0.45777124505835437,0.029210526315789475,0.8783947368421052,0.0925
2022-02-02,40,0.59825,0.5395984143026633,0.030875000000000003,0.880725,0.088425
2022-02-03,63,0.2964126984126984,0.640061227789983,0.05015873015873016,0.8792698412698412,0.07060317460317461
2022-02-04,43,0.5771162790697674,0.5686903588531211,0.03790697674418604,0.860906976744186,0.10109302325581396
2022-02-05,7,0.763,0.11113655264283363,0.028714285714285716,0.7472857142857142,0.224
2022-02-06,13,0.39192307692307693,0.48113467649201597,0.031615384615384615,0.8826923076923077,0.08584615384615385
2022-02-07,40,0.5574,0.568759008945274,0.037925,0.8519500000000001,0.110175
2022-02-08,44,0.6090909090909091,0.4981154633206586,0.04165909090909091,0.860909090909091,0.09727272727272727
2022-02-09,47,0.6367021276595745,0.47502695186207555,0.03446808510638298,0.8561276595744681,0.10936170212765957
2022-02-10,33,0.7253030303030302,0.4456245957114916,0.0333030303030303,0.8524545454545455,0.1143030303030303
2022-02-11,26,0.6691153846153846,0.4328421723375001,0.036576923076923076,0.8670000000000001,0.09646153846153846
2022-02-12,4,0.4435,0.7351020337340933,0.058249999999999996,0.86375,0.07775
2022-02-13,6,0.18133333333333332,0.8468814950550441,0.09050000000000001,0.8378333333333333,0.0715
2022-02-14,27,0.4958888888888889,0.5463818989380774,0.04833333333333333,0.8314444444444443,0.1202962962962963
2022-02-15,21,0.32257142857142856,0.6042773015287412,0.024428571428571428,0.883904761904762,0.09157142857142857
2022-02-16,36,0.64125,0.504125572508619,0.041805555555555554,0.8437777777777778,0.1143888888888889
2022-02-17,37,0.43537837837837834,0.7269574093955402,0.04145945945945946,0.8552432432432432,0.10321621621621621
2022-02-18,24,0.29383333333333334,0.6914453461168616,0.06404166666666666,0.8640833333333333,0.07195833333333333
2022-02-19,4,0.17525000000000002,0.23625039682506352,0.0145,0.89575,0.08975
2022-02-20,11,0.2994545454545455,0.2896827104389779,0.028181818181818183,0.8407272727272727,0.1310909090909091
2022-02-21,23,0.3668260869565217,0.6356953710253701,0.08317391304347826,0.8033478260869565,0.11343478260869565
2022-02-22,23,0.6151739130434782,0.49708382795642253,0.03926086956521739,0.8716086956521739,0.08908695652173913
2022-02-23,27,0.6838148148148149,0.48907204416881606,0.03662962962962963,0.8592592592592593,0.10425925925925926
2022-02-24,27,0.4130740740740741,0.6510706523120162,0.04914814814814815,0.8596296296296296,0.09122222222222222
2022-02-25,16,0.546,0.5967510927234794,0.0393125,0.8510625,0.1095
2022-02-26,5,0.538,0.6360872581651043,0.0518,0.8638,0.0844
2022-02-27,8,0.25775,0.5697352141878842,0.024625,0.912375,0.063
2022-02-28,29,0.4920344827586207,0.5046338476529734,0.031758620689655175,0.8820689655172413,0.086
2022-03-01,30,-0.020266666666666662,0.738229892860377,0.058866666666666664,0.8819666666666667,0.05926666666666667
2022-03-02,46,0.26417391304347826,0.7405953252274768,0.04819565217391304,0.8710217391304348,0.0808695652173913
2022-03-03,32,0.29390625,0.681790307341989,0.0385625,0.89,0.071375
2022-03-04,36,0.16927777777777778,0.7440250614485321,0.051444444444444445,0.8723888888888889,0.07611111111111112
2022-03-05,7,0.21342857142857144,0.7433587866664964,0.07842857142857142,0.8311428571428571,0.09057142857142857
2022-03-06,1,0.631,,0.0,0.927,0.073
2022-03-07,42,0.12635714285714283,0.772232898694289,0.07345238095238095,0.8436666666666666,0.08302380952380953
2022-03-08,67,0.3224626865671642,0.7307646333424929,0.049238805970149256,0.8748955223880598,0.07594029850746269
2022-03-09,39,0.38894871794871794,0.6451452691863874,0.04494871794871795,0.8602820512820514,0.09487179487179488
2022-03-10,39,0.3598461538461538,0.652858513666167,0.051000000000000004,0.8572307692307692,0.0917948717948718
2022-03-11,29,0.5171724137931034,0.7283329335331237,0.04817241379310345,0.8519655172413794,0.09979310344827587
2022-03-12,9,0.7365555555555556,0.21354748366060836,0.03633333333333333,0.7972222222222222,0.16644444444444445
2022-03-13,3,-0.2026666666666667,0.6441935526946333,0.04633333333333334,0.876,0.078
2022-03-14,41,0.01653658536585366,0.7311209919555371,0.059487804878048785,0.8676585365853658,0.07290243902439024
2022-03-15,30,0.5291,0.5978499609952893,0.04973333333333333,0.8553666666666667,0.0949
2022-03-16,24,0.3345,0.7049322508304393,0.043666666666666666,0.8595833333333333,0.09670833333333334
2022-03-17,35,0.5357714285714286,0.5628269029542525,0.03268571428571428,0.8760571428571429,0.09114285714285714
2022-03-18,24,0.5442916666666667,0.5654853612964528,0.028708333333333336,0.8720416666666666,0.099375
2022-03-19,7,0.33714285714285713,0.7286650873507043,0.055285714285714285,0.8835714285714286,0.061
2022-03-20,7,-0.026285714285714246,0.9285396624603091,0.07328571428571429,0.833,0.09342857142857143
2022-03-21,24,0.0017500000000000109,0.7621651224721868,0.051125,0.866375,0.08254166666666667
2022-03-22,25,0.5966,0.5060463582189547,0.04672,0.8543999999999999,0.09904
2022-03-23,29,0.5640000000000001,0.6275073704746422,0.029310344827586206,0.8630689655172413,0.1076896551724138
2022-03-24,35,0.5232857142857144,0.48923911941543113,0.036828571428571426,0.8538857142857142,0.10937142857142856
2022-03-25,36,0.49358333333333326,0.5638722943058244,0.03708333333333333,0.8531111111111112,0.10972222222222222
2022-03-26,7,0.6769999999999999,0.352441484504875,0.015,0.807,0.178
2022-03-27,4,0.81,0.20018990983563578,0.02425,0.7457499999999999,0.22975
2022-03-28,57,0.5649298245614035,0.554034870603477,0.03126315789473684,0.8437368421052631,0.12494736842105263
2022-03-29,32,0.52653125,0.5937206350972842,0.05540625,0.81815625,0.1265
2022-03-30,51,0.6402352941176471,0.49769213729916595,0.0363921568627451,0.834764705882353,0.12884313725490196
2022-03-31,39,0.2785384615384615,0.6803188047624146,0.055948717948717946,0.8745384615384615,0.06946153846153846
2022-04-01,37,0.46402702702702703,0.5784198535899568,0.044918918918918915,0.8552702702702702,0.09975675675675676
2022-04-02,6,0.5338333333333333,0.4982495024249063,0.03216666666666667,0.8931666666666667,0.0745
2022-04-03,7,0.27114285714285713,0.4116756120100018,0.021714285714285714,0.9038571428571428,0.07442857142857143
2022-04-04,30,0.5425333333333333,0.49440837046070446,0.030366666666666667,0.8730666666666667,0.0966
2022-04-05,23,0.5153913043478261,0.4440532051588612,0.017130434782608697,0.888,0.09495652173913044
2022-04-06,27,0.45666666666666667,0.5814552036452626,0.045925925925925926,0.860111111111111,0.09381481481481481
2022-04-07,23,0.41865217391304343,0.7172832969359045,0.03969565217391304,0.8582608695652173,0.1021304347826087
2022-04-08,26,0.5553076923076923,0.5533763109661105,0.029961538461538463,0.8654615384615384,0.1046923076923077
2022-04-09,2,0.14099999999999996,1.1624835482706841,0.074,0.8325,0.0935
2022-04-10,2,0.319,0.6675088014401008,0.0455,0.7955000000000001,0.159
2022-04-11,36,0.44275,0.565242773378964,0.041166666666666664,0.8677222222222222,0.0911111111111111
2022-04-12,31,0.44590322580645164,0.7274998902560609,0.052032258064516126,0.8647741935483871,0.08325806451612904
2022-04-13,33,0.4767272727272727,0.5804467176627451,0.03396969696969697,0.8728484848484848,0.09315151515151515
2022-04-14,31,0.39561290322580644,0.6091820022193342,0.033483870967741934,0.8547741935483871,0.11161290322580646
2022-04-15,13,0.5776923076923077,0.7223510670737354,0.02669230769230769,0.8679230769230769,0.10523076923076922
2022-04-16,5,0.06619999999999997,0.7691577861531405,0.11539999999999999,0.8168,0.06760000000000001
