date,n_articles,sentiment_mean,sentiment_std,neg_mean,neu_mean,pos_mean
2022-04-18,24,0.75325,0.49674630477170917,0.042041666666666665,0.852,0.10583333333333333
2022-04-19,29,0.5515862068965517,0.5954448827342328,0.04555172413793103,0.8506896551724139,0.10393103448275862
2022-04-20,30,0.5569333333333333,0.567312656808142,0.0422,0.868,0.0898
2022-04-21,31,0.5993225806451613,0.5182183186712447,0.04719354838709678,0.8528064516129032,0.1
2022-04-22,36,0.4427777777777778,0.5414695934537052,0.03680555555555556,0.8683611111111111,0.09483333333333334
2022-04-23,2,0.9964999999999999,0.0007071067811865874,0.048,0.847,0.10450000000000001
2022-04-24,5,-0.09700000000000002,0.9466287551094146,0.1638,0.7817999999999999,0.054200000000000005
2022-04-25,29,0.37748275862068964,0.735643965743603,0.05779310344827586,0.8508965517241379,0.09131034482758621
2022-04-26,47,0.26253191489361705,0.7510914044724121,0.05859574468085106,0.8603617021276595,0.08089361702127659
2022-04-27,37,0.3382432432432433,0.6667799239381514,0.04940540540540541,0.8649729729729729,0.08562162162162162
2022-04-28,60,0.3231833333333333,0.5891510839483487,0.049133333333333334,0.8632666666666666,0.08768333333333334
2022-04-29,77,0.20397402597402597,0.6437359906299028,0.06077922077922077,0.8479350649350649,0.09132467532467532
2022-04-30,9,0.46199999999999997,0.6433342832462763,0.050444444444444445,0.8646666666666667,0.08488888888888889
2022-05-01,4,0.88825,0.16295270274939697,0.025,0.864,0.11099999999999999
2022-05-02,44,0.09956818181818182,0.7615366166501404,0.06779545454545455,0.8490909090909091,0.08313636363636363
2022-05-03,29,0.39886206896551724,0.60850441506427,0.04755172413793103,0.8560344827586207,0.09648275862068965
2022-05-04,27,0.381962962962963,0.6454064599734796,0.055148148148148154,0.8691851851851852,0.07577777777777778
2022-05-05,20,0.25015,0.6186388517926824,0.04615,0.88405,0.06985
2022-05-06,24,0.15558333333333332,0.7122732692899035,0.07083333333333333,0.84025,0.08891666666666666
2022-05-07,4,0.6335,0.3489168955496423,0.006500000000000001,0.903,0.0905
2022-05-08,4,-0.35550000000000004,0.5860469264487274,0.2125,0.71475,0.07275
2022-05-09,30,0.4152666666666667,0.6411880101560041,0.059533333333333334,0.8453333333333333,0.0951
2022-05-10,25,0.24628,0.5761799863468591,0.04104,0.89196,0.06692000000000001
2022-05-11,24,0.4832083333333333,0.6047556444488581,0.043333333333333335,0.8719166666666668,0.08470833333333333
2022-05-12,48,0.3030625,0.6854595106142225,0.04504166666666667,0.8720416666666666,0.08289583333333334
2022-05-13,39,0.3198205128205128,0.701882838918399,0.04556410256410256,0.8765641025641026,0.07782051282051282
2022-05-14,6,0.6198333333333333,0.19762531889073995,0.07783333333333332,0.7975,0.12433333333333334
2022-05-15,6,0.5156666666666666,0.6882152763973397,0.05566666666666667,0.8184999999999999,0.1255
2022-05-16,19,0.3116842105263158,0.7213478936170334,0.03847368421052631,0.8734210526315789,0.08800000000000001
2022-05-17,26,0.5748846153846153,0.5225124937777528,0.02688461538461539,0.8695769230769231,0.10353846153846155
2022-05-18,29,0.28817241379310343,0.6337584639595705,0.06368965517241379,0.855551724137931,0.08075862068965517
2022-05-19,32,0.4625625,0.7221892316355336,0.04884375,0.85109375,0.1001875
2022-05-20,32,0.41196875,0.541593674879383,0.04884375,0.8555,0.09559375
2022-05-21,6,0.5326666666666666,0.3054135993479443,0.016333333333333335,0.8776666666666667,0.106
2022-05-22,8,0.5895,0.6460643488516782,0.07012499999999999,0.83,0.09975
2022-05-23,32,0.5566875,0.5063102094820985,0.03840625,0.86765625,0.093875
2022-05-24,30,0.4587333333333333,0.6986964183803087,0.07303333333333333,0.7963333333333333,0.13066666666666665
2022-05-25,29,0.24682758620689657,0.7735280985276635,0.051517241379310345,0.8676206896551725,0.08082758620689655
2022-05-26,44,0.34022727272727277,0.6059145639228226,0.044409090909090905,0.8922727272727272,0.06334090909090909
2022-05-27,23,0.4311304347826087,0.6536335715443342,0.05904347826086957,0.8635217391304348,0.07743478260869566
2022-05-28,3,0.9066666666666666,0.15906078502677315,0.02,0.8330000000000001,0.147
2022-05-29,2,0.6185,0.4249711754931151,0.0315,0.8520000000000001,0.116
2022-05-30,10,0.8027,0.3334290029376569,0.0284,0.8727,0.099
2022-05-31,16,0.2788125,0.6827270043729045,0.0471875,0.8538125,0.099
2022-06-01,19,0.5421578947368421,0.49405906789886905,0.04073684210526316,0.8728421052631579,0.08636842105263158
2022-06-02,22,0.3330909090909091,0.6804541137106902,0.0405,0.8706363636363637,0.08895454545454545
2022-06-03,31,0.3466451612903226,0.6532554655154494,0.05196774193548387,0.8607741935483871,0.08719354838709677
2022-06-04,6,0.3875,0.6621503605677489,0.10716666666666667,0.7671666666666667,0.1255
2022-06-05,9,0.2944444444444445,0.5221721725425224,0.06422222222222224,0.8201111111111111,0.11566666666666665
2022-06-06,62,0.601758064516129,0.49376305744872256,0.03930645161290323,0.8618870967741935,0.09885483870967741
2022-06-07,64,0.43053125,0.594367530163533,0.048046875,0.86409375,0.087890625
2022-06-08,33,0.6237272727272727,0.567073753620686,0.035454545454545454,0.8708484848484849,0.0937878787878788
2022-06-09,40,0.436025,0.6057281901848512,0.041475,0.87605,0.0824
2022-06-10,48,0.3613125,0.6708581089870026,0.04591666666666667,0.8520833333333333,0.10195833333333333
2022-06-11,14,0.2855714285714286,0.6702787840530597,0.067,0.8190000000000001,0.11407142857142857
2022-06-12,7,0.5439999999999999,0.3903558205876616,0.02885714285714286,0.8608571428571429,0.11014285714285714
2022-06-13,31,0.3171935483870968,0.6197615896108675,0.039322580645161295,0.8860645161290323,0.07458064516129032
2022-06-14,42,0.5505952380952381,0.5737764950904094,0.03811904761904762,0.8745714285714286,0.08730952380952381
2022-06-15,40,0.5605,0.489804147148738,0.03945,0.8664,0.094175
2022-06-16,17,0.47129411764705886,0.5248086275855565,0.04605882352941176,0.8653529411764707,0.08841176470588234
2022-06-17,26,0.36796153846153845,0.6752550617815009,0.06030769230769231,0.8263076923076924,0.11334615384615385
2022-06-18,4,0.791,0.18417202103830355,0.0275,0.8634999999999999,0.109
2022-06-19,12,0.5516666666666666,0.5696801867289357,0.023750000000000004,0.8675833333333333,0.10858333333333332
2022-06-20,13,0.7017692307692307,0.4518560157554163,0.04584615384615384,0.8293846153846154,0.12476923076923077
2022-06-21,28,0.5884285714285714,0.639978728151782,0.03917857142857143,0.8769642857142858,0.08378571428571428
2022-06-22,19,0.6739473684210526,0.3706833739766191,0.02178947368421053,0.8630526315789474,0.11515789473684211
2022-06-23,28,0.4992857142857143,0.6246450166497742,0.03875,0.8700357142857144,0.09110714285714286
2022-06-24,28,0.4399285714285714,0.4727874730880617,0.027821428571428573,0.8637499999999999,0.1085
2022-06-25,6,0.33949999999999997,0.7861742173335374,0.06733333333333334,0.846,0.08650000000000001
2022-06-26,8,0.55025,0.3498937593858211,0.021625,0.84,0.138375
2022-06-27,30,0.5597,0.5368459709746588,0.031966666666666664,0.8727,0.09543333333333333
2022-06-28,37,0.45451351351351355,0.6225200408028654,0.04267567567567567,0.8625945945945946,0.09462162162162162
2022-06-29,39,0.40715384615384614,0.6614140171059966,0.049846153846153846,0.8535384615384615,0.09684615384615385
2022-06-30,44,0.21086363636363636,0.648278708040066,0.0545,0.8717045454545453,0.07377272727272727
2022-07-01,35,0.4139428571428571,0.6443805937331074,0.047971428571428575,0.8619428571428571,0.09
2022-07-02,6,0.26033333333333336,0.5970456152310866,0.06833333333333333,0.8411666666666666,0.09000000000000001
2022-07-03,2,0.020500000000000018,0.5395224740453358,0.0785,0.8115,0.1095
2022-07-04,6,0.44083333333333335,0.6261806182457794,0.04033333333333333,0.8823333333333334,0.0775
2022-07-05,28,0.3361071428571428,0.636467586052297,0.046464285714285715,0.8611071428571428,0.09239285714285715
2022-07-06,29,0.4238965517241379,0.564637136627687,0.049448275862068965,0.8575862068965517,0.09293103448275862
2022-07-07,29,0.5411724137931034,0.47036392209843503,0.030344827586206897,0.8769310344827587,0.09282758620689656
2022-07-08,20,0.24975,0.531461032388423,0.0361,0.89835,0.06555
2022-07-09,5,0.5164,0.28804218441054774,0.0,0.8798,0.1202
2022-07-10,3,-0.12933333333333333,1.0141816076686332,0.09133333333333334,0.8313333333333334,0.07733333333333332
2022-07-11,33,0.20145454545454544,0.60976932579609,0.05645454545454545,0.8705757575757576,0.07296969696969696
2022-07-12,27,0.41277777777777774,0.6724593401110316,0.055888888888888884,0.8497407407407408,0.09433333333333332
2022-07-13,25,0.5280400000000001,0.46259246643238794,0.03932,0.84036,0.12044
2022-07-14,25,0.30608,0.6023767453457457,0.052320000000000005,0.8582,0.08944
2022-07-15,18,0.3667777777777778,0.6402143534009946,0.05722222222222222,0.8502777777777778,0.09255555555555556
2022-07-16,5,0.227,0.7502019728046576,0.0374,0.8378,0.1246
2022-07-17,5,0.2512,0.6700602211741867,0.0492,0.8252,0.1254
2022-07-18,40,0.47915,0.6158912886923954,0.050075,0.848725,0.1012
2022-07-19,53,0.3176792452830189,0.7195062616284144,0.06216981132075471,0.8459622641509433,0.09183018867924528
2022-07-20,40,0.35407500000000003,0.662776382117157,0.042025,0.871825,0.086125
2022-07-21,31,0.4238064516129032,0.6164641876245982,0.037322580645161293,0.8859032258064516,0.07670967741935485
2022-07-22,34,0.5404117647058824,0.5839891612551196,0.03935294117647059,0.8582941176470588,0.10235294117647059
2022-07-23,3,0.3713333333333333,0.49035939201093454,0.049666666666666665,0.8186666666666667,0.131
2022-07-24,15,0.5174,0.5598729192542587,0.047933333333333335,0.8079999999999999,0.14413333333333334
2022-07-25,58,0.34663793103448276,0.619903322917425,0.032,0.8825172413793103,0.08537931034482758
2022-07-26,29,0.3067931034482759,0.7015211726420127,0.04958620689655172,0.8758965517241379,0.07462068965517242
2022-07-27,33,0.2948181818181818,0.6175265912566769,0.06475757575757576,0.8586060606060606,0.07666666666666667
2022-07-28,56,0.34387500000000004,0.6501565423384238,0.047589285714285716,0.8591607142857143,0.09324999999999999
2022-07-29,70,0.5402714285714286,0.46766945844287133,0.03554285714285714,0.844,0.12041428571428572
2022-07-30,2,0.17,0.2404163056034262,0.0715,0.852,0.0765
2022-07-31,10,0.3149,0.6504669177683913,0.09519999999999999,0.8167,0.0883
2022-08-01,34,0.5599705882352941,0.5698614124607533,0.042176470588235294,0.8414705882352941,0.11635294117647059
2022-08-02,19,0.39489473684210524,0.6130509218234144,0.033947368421052636,0.871,0.09489473684210525
2022-08-03,26,0.49888461538461537,0.5753788544549113,0.045,0.8420384615384615,0.11292307692307692
2022-08-04,16,0.3365625,0.577187083333183,0.042375,0.878625,0.0790625
2022-08-05,22,0.35400000000000004,0.6523217143769009,0.049772727272727274,0.8515454545454545,0.09854545454545455
2022-08-06,11,0.5606363636363636,0.5903675588524954,0.026090909090909095,0.8348181818181818,0.1389090909090909
2022-08-07,7,0.325,0.44082460608878593,0.01942857142857143,0.9112857142857144,0.06957142857142858
2022-08-08,20,0.3408,0.7040425824442276,0.0443,0.84855,0.1071
2022-08-09,38,0.35015789473684206,0.6739029333551215,0.0375,0.8793947368421053,0.08307894736842106
2022-08-10,26,0.5495,0.561143208102887,0.036653846153846155,0.8730384615384617,0.09042307692307693
2022-08-11,22,0.5847272727272727,0.5157638054674862,0.028545454545454544,0.8785454545454545,0.09286363636363637
2022-08-12,33,0.3476666666666666,0.5491466485982289,0.03175757575757576,0.883030303030303,0.08515151515151516
2022-08-13,2,0.406,0.5741707063234766,0.0195,0.9255,0.055
2022-08-14,6,0.038,0.5915995267070453,0.016333333333333335,0.9158333333333334,0.068
2022-08-15,39,0.5229999999999999,0.5319286655775922,0.024999999999999998,0.8955384615384616,0.07946153846153847
2022-08-16,42,0.4353571428571429,0.5211493312243047,0.03580952380952381,0.8783571428571428,0.08585714285714285
2022-08-17,28,0.22285714285714286,0.7193662701905273,0.045178571428571436,0.8681428571428571,0.08664285714285715
2022-08-18,25,0.33224,0.5943165738897074,0.05072,0.88952,0.059800000000000006
2022-08-19,25,0.6568,0.428171597220865,0.03784,0.85676,0.10548
2022-08-20,6,0.46149999999999997,0.44022800910437304,0.027,0.8846666666666666,0.08833333333333333
2022-08-21,10,0.3932,0.4914576504870203,0.0366,0.8805,0.0829
2022-08-22,24,0.5767083333333333,0.6339480488361711,0.047999999999999994,0.8568333333333333,0.09533333333333333
2022-08-23,26,0.3823076923076923,0.6603422609060104,0.04711538461538462,0.8658461538461538,0.08707692307692308
2022-08-24,40,0.53015,0.4290677162502501,0.0223,0.892675,0.085025
2022-08-25,14,0.43007142857142855,0.5701370232450487,0.04042857142857143,0.8705714285714287,0.089
2022-08-26,26,0.5798461538461539,0.6078287714353569,0.03246153846153846,0.8550769230769231,0.11253846153846155
2022-08-27,6,0.13399999999999998,0.44518086212235136,0.049999999999999996,0.8346666666666667,0.1155
2022-08-28,8,0.497625,0.4756631273435914,0.04575,0.8398749999999999,0.1145
2022-08-29,34,0.4582647058823529,0.6262263270224044,0.07176470588235294,0.8348235294117647,0.09344117647058824
2022-08-30,17,0.5137058823529412,0.7153971593375495,0.06229411764705882,0.8407058823529412,0.09676470588235295
2022-08-31,18,0.365,0.6100895787649934,0.06183333333333333,0.8469444444444444,0.09133333333333334
2022-09-01,27,0.35688888888888887,0.5948269517801817,0.047481481481481486,0.8842222222222221,0.06814814814814815
2022-09-02,33,0.5435151515151515,0.5095702920851621,0.025757575757575757,0.8926666666666666,0.0816969696969697
2022-09-03,8,0.335625,0.6870639266368992,0.071,0.838375,0.090625
2022-09-04,7,0.42200000000000004,0.31402229220232125,0.03485714285714286,0.8212857142857143,0.14385714285714288
2022-09-05,17,0.5323529411764706,0.5749233580635412,0.04376470588235294,0.8555294117647059,0.10058823529411764
2022-09-06,32,0.39153125,0.6079480020408685,0.053875,0.86534375,0.08071875
2022-09-07,68,0.5239705882352942,0.3988867332811515,0.029529411764705884,0.8790735294117648,0.09135294117647058
2022-09-08,59,0.5138983050847458,0.42112291165551136,0.030966101694915253,0.8822033898305084,0.0868135593220339
2022-09-09,39,0.4468717948717949,0.5389761824386744,0.03523076923076923,0.8624615384615385,0.10235897435897436
2022-09-10,10,0.44580000000000003,0.6751499915656602,0.046700000000000005,0.8549,0.0982
2022-09-11,3,0.7040000000000001,0.3990125311315423,0.008333333333333333,0.8833333333333333,0.10866666666666668
2022-09-12,32,0.6848125,0.396513550799644,0.02496875,0.88040625,0.09459375
2022-09-13,36,0.4408888888888889,0.5815836398650931,0.03183333333333333,0.8661944444444445,0.10191666666666667
2022-09-14,31,0.5218064516129032,0.5848335614716856,0.041161290322580646,0.8568709677419355,0.10203225806451613
2022-09-15,34,0.457,0.5207086662919248,0.03561764705882353,0.8711176470588234,0.09332352941176471
2022-09-16,24,0.29591666666666666,0.598164941384439,0.0525,0.8453333333333334,0.10225000000000001
2022-09-17,6,0.15483333333333335,0.8687265200663941,0.065,0.8533333333333334,0.0815
2022-09-18,3,0.7726666666666667,0.19952276394770926,0.04766666666666667,0.7656666666666666,0.18666666666666668
2022-09-19,17,0.6541764705882354,0.4741214553379384,0.036941176470588234,0.8502352941176471,0.11276470588235295
2022-09-20,35,0.4887142857142857,0.6144671326790857,0.04077142857142857,0.872,0.0872
2022-09-21,18,0.42244444444444446,0.519230337895283,0.03244444444444444,0.8880555555555555,0.0795
2022-09-22,30,0.5662666666666667,0.5127750688794921,0.0377,0.8587333333333333,0.1036
2022-09-23,33,0.44675757575757574,0.6573770812052542,0.036272727272727276,0.8596666666666667,0.10406060606060606
2022-09-25,4,0.5035000000000001,0.38522763833003126,0.02075,0.884,0.0955
2022-09-26,42,0.5781428571428572,0.552068287196632,0.03904761904761905,0.8612619047619048,0.09966666666666667
2022-09-27,16,0.6130625,0.5392483001054956,0.05325,0.81975,0.1269375
2022-09-28,50,0.39158000000000004,0.6584117280801349,0.05126,0.8578600000000001,0.09083999999999999
2022-09-29,37,0.19486486486486487,0.7123087330864555,0.058945945945945946,0.8601621621621621,0.08078378378378379
2022-09-30,40,0.31295,0.625564071612419,0.060024999999999995,0.8554,0.0847
2022-10-01,8,0.617,0.3688038580523334,0.0375,0.842875,0.120125
2022-10-02,4,0.302,0.3916137552912734,0.040499999999999994,0.8734999999999999,0.08600000000000001
2022-10-03,21,0.5193333333333333,0.6461337580821276,0.05128571428571428,0.8521428571428571,0.09671428571428572
2022-10-04,37,0.4479459459459459,0.5232596522412786,0.030567567567567566,0.8707027027027028,0.09872972972972974
2022-10-05,25,0.6656399999999999,0.4625789914526311,0.02476,0.8758,0.09939999999999999
2022-10-06,30,0.3831666666666667,0.6460377422162082,0.03706666666666667,0.8968333333333334,0.06616666666666667
2022-10-07,22,0.4933181818181818,0.6280235350733765,0.03468181818181818,0.8600909090909091,0.10518181818181818
2022-10-08,8,0.1905,0.4164225189464593,0.040625,0.862125,0.097375
2022-10-09,11,0.020636363636363644,0.6328945050681468,0.068,0.872,0.05999999999999999
2022-10-10,28,0.14964285714285713,0.6535708873273846,0.05721428571428572,0.8694642857142857,0.07328571428571429
2022-10-11,24,0.4984166666666667,0.5157973916911196,0.041416666666666664,0.8464583333333334,0.11216666666666665
2022-10-12,28,0.6023214285714286,0.4510771514506654,0.022571428571428572,0.8912857142857142,0.08603571428571428
2022-10-13,29,0.5063103448275862,0.5878033626166562,0.03793103448275863,0.8815862068965516,0.08055172413793103
2022-10-14,15,0.6044666666666667,0.3465010547637351,0.0176,0.8786666666666666,0.10373333333333333
2022-10-15,8,0.304,0.5014083023986398,0.038375,0.889625,0.072
2022-10-16,7,0.48328571428571426,0.46809461802991437,0.03371428571428572,0.8582857142857143,0.108
2022-10-17,20,0.57505,0.5857168774470441,0.02595,0.86435,0.10974999999999999
2022-10-18,34,0.5507352941176471,0.530838919174656,0.02397058823529412,0.8839705882352941,0.092
2022-10-19,19,0.6619473684210526,0.4006399705033339,0.046526315789473686,0.8509473684210526,0.10263157894736842
2022-10-20,12,0.45766666666666667,0.6740645144917286,0.05316666666666667,0.8348333333333334,0.11166666666666668
2022-10-21,39,0.4087179487179487,0.5249732298296617,0.03602564102564103,0.8657948717948718,0.09820512820512821
2022-10-22,3,0.8736666666666667,0.2153539721791389,0.026,0.8763333333333333,0.09766666666666667
2022-10-23,7,0.5607142857142857,0.3595597837568018,0.004857142857142858,0.8855714285714286,0.10957142857142857
2022-10-24,32,0.510625,0.5543439452879587,0.03646875,0.88290625,0.0805
2022-10-25,39,0.4292820512820513,0.5952463421368169,0.038717948717948716,0.8732564102564103,0.08792307692307692
2022-10-26,28,0.36439285714285713,0.6062851877095291,0.04471428571428571,0.8637499999999999,0.09153571428571429
2022-10-27,41,0.5461463414634147,0.5421328048078076,0.03765853658536585,0.8694390243902439,0.09290243902439024
2022-10-28,66,0.42122727272727273,0.5527530480855193,0.05018181818181818,0.8542272727272727,0.09562121212121212
2022-10-29,6,0.3735,0.6401942673907663,0.068,0.832,0.10049999999999999
2022-10-30,6,0.2861666666666667,0.6665047386678257,0.0705,0.8118333333333333,0.11750000000000001
2022-10-31,50,0.35938000000000003,0.7015800211825085,0.04552,0.8709,0.08372
2022-11-01,23,0.32621739130434785,0.7622389840297487,0.04095652173913044,0.8907826086956522,0.06821739130434783
2022-11-02,27,0.2834814814814815,0.7364160806735849,0.05581481481481481,0.8601481481481481,0.08399999999999999
2022-11-03,23,0.3479130434782608,0.6498066784572076,0.042043478260869564,0.8627391304347826,0.09521739130434782
2022-11-04,24,0.44437499999999996,0.4856941077513168,0.03975,0.8822916666666667,0.07808333333333332
2022-11-05,5,0.242,0.4467991718882209,0.0566,0.8664,0.0772
2022-11-06,10,0.00010000000000000009,0.6106803946783,0.0376,0.9065999999999999,0.05569999999999999
2022-11-07,62,0.11674193548387096,0.6917009430426045,0.064,0.8798387096774193,0.056129032258064517
2022-11-08,25,0.39872,0.6301069036282653,0.047560000000000005,0.87524,0.07724
2022-11-09,21,0.3994285714285714,0.6732842320616584,0.04690476190476191,0.8687142857142857,0.08433333333333333
2022-11-10,39,0.4828461538461538,0.5798084773831306,0.04335897435897436,0.8785641025641027,0.07817948717948718
2022-11-11,20,0.7072999999999999,0.47473894211228834,0.034300000000000004,0.8372999999999999,0.12835000000000002
2022-11-12,2,0.246,1.0649028124669406,0.0385,0.877,0.08399999999999999
2022-11-13,5,0.31320000000000003,0.7566526283572931,0.0498,0.8460000000000001,0.1044
2022-11-14,26,0.28465384615384615,0.5498383720554755,0.04853846153846154,0.8791923076923076,0.0721923076923077
2022-11-15,26,0.4047692307692308,0.49012482554486525,0.042423076923076924,0.869,0.08850000000000001
2022-11-16,22,0.6240909090909091,0.5153500806516922,0.025318181818181816,0.8849999999999999,0.0895909090909091
2022-11-17,14,0.6131428571428571,0.3590570679181487,0.03635714285714286,0.8755714285714286,0.088
2022-11-18,26,0.46530769230769226,0.5802341437199827,0.040461538461538465,0.8563461538461539,0.10323076923076924
2022-11-19,9,0.2152222222222222,0.7043138110561545,0.07077777777777777,0.8437777777777778,0.08544444444444445
2022-11-20,8,0.094875,0.44557360703447674,0.029875,0.90425,0.065875
2022-11-21,19,0.5396315789473685,0.5284475387108835,0.04710526315789474,0.8523157894736841,0.10052631578947369
2022-11-22,23,0.6964782608695651,0.5024647314231226,0.025739130434782608,0.8567391304347826,0.11765217391304347
2022-11-23,31,0.09951612903225807,0.7608973154974216,0.0876774193548387,0.8354838709677419,0.0769032258064516
2022-11-24,18,-0.06316666666666666,0.7289204951401038,0.08855555555555555,0.8424999999999999,0.06877777777777777
2022-11-25,33,0.3862424242424243,0.6126455454779209,0.038,0.8891515151515151,0.07287878787878789
2022-11-26,11,0.5932727272727273,0.5733027282176653,0.04163636363636364,0.856909090909091,0.10136363636363636
2022-11-27,5,0.3654,0.4777031505024852,0.007000000000000001,0.8879999999999999,0.10500000000000001
2022-11-28,52,-0.020730769230769233,0.6747143801053638,0.07684615384615384,0.8489615384615384,0.07428846153846154
2022-11-29,63,0.0398095238095238,0.8590001287532829,0.07533333333333334,0.8482539682539683,0.07644444444444444
2022-11-30,53,0.08135849056603772,0.7151252470812804,0.05137735849056604,0.8729811320754717,0.07566037735849056
2022-12-01,38,-0.07134210526315789,0.7060515744241347,0.08507894736842106,0.8402631578947368,0.07457894736842105
2022-12-02,26,0.3681538461538461,0.6985359943371675,0.06157692307692308,0.8375384615384616,0.10088461538461538
2022-12-03,9,0.04877777777777779,0.6977199971653704,0.06222222222222223,0.8544444444444443,0.08322222222222221
2022-12-04,13,0.4072307692307692,0.5545172305477613,0.04315384615384615,0.8479230769230769,0.10884615384615384
2022-12-05,35,0.1518857142857143,0.6882519960625132,0.04731428571428571,0.8841714285714286,0.06854285714285714
2022-12-06,43,0.3643720930232558,0.715109915735763,0.042534883720930235,0.8657441860465116,0.09172093023255813
2022-12-07,43,0.23,0.7969592509150313,0.05251162790697674,0.8767906976744185,0.07076744186046512
2022-12-08,22,0.19913636363636364,0.6976111138978265,0.0630909090909091,0.8451363636363637,0.09186363636363636
2022-12-09,25,0.28228000000000003,0.7104398590544687,0.05444,0.8537600000000001,0.09183999999999999
2022-12-10,4,0.26825,0.74922109553856,0.0535,0.86625,0.08025
2022-12-11,10,0.018900000000000007,0.5439030653015705,0.0415,0.9052,0.0533
2022-12-12,16,0.2736875,0.5798735170994908,0.0298125,0.8869375,0.08312499999999999
2022-12-13,27,0.6563703703703704,0.56438715218355,0.04248148148148148,0.8464444444444444,0.1111111111111111
2022-12-14,16,0.408625,0.6980249159831856,0.048125,0.856125,0.0955
2022-12-15,21,0.1471904761904762,0.8111627838509123,0.06890476190476191,0.8495714285714286,0.08147619047619047
2022-12-16,22,0.6078181818181818,0.4520152374553041,0.037136363636363634,0.8499545454545455,0.1129090909090909
2022-12-17,6,0.846,0.19804140981118062,0.0325,0.8358333333333333,0.1315
2022-12-18,5,0.2364,0.33154682927152235,0.0448,0.867,0.0882
2022-12-19,23,0.4690869565217391,0.7027526988430748,0.041739130434782605,0.8555652173913044,0.10260869565217391
2022-12-20,20,0.39744999999999997,0.5721380469229801,0.03175,0.8745499999999999,0.09385
2022-12-21,24,0.4691666666666667,0.7053841794226108,0.05629166666666666,0.8306666666666667,0.11295833333333333
2022-12-22,21,0.378952380952381,0.6719233941596674,0.036476190476190475,0.8770952380952381,0.08628571428571429
2022-12-23,13,0.4587692307692308,0.48157089368132044,0.0366923076923077,0.8503076923076923,0.11292307692307692
2022-12-24,5,0.10819999999999999,0.6534314807231131,0.05820000000000001,0.8964000000000001,0.0452
2022-12-25,8,0.60825,0.4550763672176353,0.03475,0.8315,0.13375
2022-12-26,11,0.19090909090909092,0.5122748197101736,0.03945454545454546,0.900090909090909,0.060454545454545455
2022-12-27,26,0.2546538461538462,0.7414910892145741,0.06426923076923077,0.8374999999999999,0.09823076923076922
2022-12-28,27,0.26485185185185184,0.7088614220491307,0.06537037037037037,0.8474444444444444,0.08714814814814814
2022-12-29,27,0.3942962962962963,0.6900764625869542,0.074,0.8293333333333334,0.09674074074074074
2022-12-30,22,0.23545454545454544,0.6884681219768676,0.05327272727272727,0.8589545454545454,0.08781818181818181
2022-12-31,6,0.3365,0.4991211275832751,0.04,0.8685,0.09149999999999998
2023-01-01,4,0.64,0.44361319487439355,0.01825,0.8425,0.13924999999999998
2023-01-02,9,0.6038888888888889,0.46424493654870497,0.025333333333333333,0.8766666666666666,0.09811111111111111
2023-01-03,40,0.19765,0.6058626208841533,0.053674999999999994,0.87185,0.074525
2023-01-04,42,0.14088095238095238,0.6533142598071494,0.045785714285714284,0.8716666666666667,0.08266666666666667
2023-01-05,25,0.36392,0.6149571746606967,0.046799999999999994,0.87316,0.08016
2023-01-06,20,0.6063,0.4698843194704528,0.035949999999999996,0.8528,0.11125
2023-01-07,8,0.633,0.3969141684833853,0.018125,0.87725,0.104625
2023-01-08,5,0.689,0.44458857385227524,0.0408,0.8497999999999999,0.1092
2023-01-09,33,0.3944242424242424,0.5666313853767186,0.031363636363636364,0.898090909090909,0.07057575757575758
2023-01-10,34,0.4646764705882353,0.540351216905642,0.04038235294117647,0.8788529411764706,0.08073529411764706
2023-01-11,35,0.38665714285714287,0.5793914120897559,0.04285714285714286,0.8724571428571429,0.0846
2023-01-12,26,0.3819230769230769,0.6165051125871982,0.04065384615384615,0.8735769230769231,0.08565384615384615
2023-01-13,24,0.379,0.5199441441573107,0.03891666666666667,0.8879166666666666,0.073
2023-01-14,11,0.3991818181818182,0.5936535720741211,0.04854545454545454,0.8647272727272728,0.08663636363636364
2023-01-15,6,-0.12,0.5835834130610636,0.041166666666666664,0.902,0.05683333333333334
2023-01-16,9,0.5403333333333333,0.4881021921688121,0.04377777777777778,0.8358888888888889,0.12044444444444445
2023-01-17,39,0.5607948717948718,0.5244253084887645,0.0241025641025641,0.9015384615384616,0.07430769230769231
2023-01-18,37,0.2435675675675676,0.6700848429092369,0.04775675675675675,0.8718648648648649,0.08048648648648649
2023-01-19,11,0.7243636363636363,0.45199342312190177,0.027636363636363636,0.825,0.14754545454545454
2023-01-20,17,0.3426470588235294,0.48148675230691323,0.04252941176470588,0.8816470588235293,0.07576470588235294
2023-01-21,10,0.4516,0.518381498298095,0.0374,0.8228,0.1399
2023-01-22,5,0.7312,0.33850657305287296,0.0216,0.8368,0.1414
2023-01-23,28,0.5641071428571428,0.4359916189549312,0.022214285714285714,0.8896428571428572,0.08807142857142858
2023-01-24,22,0.6311818181818182,0.5847424859643557,0.04381818181818182,0.8341363636363636,0.12200000000000001
2023-01-25,15,0.4301333333333333,0.4626961154344126,0.030666666666666665,0.8634666666666667,0.10586666666666668
2023-01-26,16,0.5189375,0.6710599048023457,0.0609375,0.83625,0.10262500000000001
2023-01-27,25,0.30451999999999996,0.5039983564788019,0.037000000000000005,0.9020400000000001,0.061
2023-01-28,2,0.6924999999999999,0.1704127342659579,0.0,0.859,0.14100000000000001
